filename	sentence	grader	scores	scores_tones	scores_inserts	speaker	l1	other_languages	semesters_study	pre_uni_years	gender	age	residency	birthplace
165-12-012.wav	Umuntu mude.	102	11111111111	[]	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
166-9-001.wav	Uyabasiza abafazi lapho kakhulu.	101	11111111111111111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
166-9-001.wav	Uyabasiza abafazi lapho kakhulu.	102	11111111111111111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
166-9-001.wav	Uyabasiza abafazi lapho kakhulu.	104	11111111111111111111111011111	"[""3"", ""4"", ""6"", ""7"", ""8"", ""15"", ""16""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
166-9-002.wav	Uyabasiza abafazi lapho kakhulu.	104	11111111111111111111111011111	[]	"[""7""]"	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
166-9-003.wav	Uyabasiza abafazi lapho kakhulu.	101	11111111111111111111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
166-9-003.wav	Uyabasiza abafazi lapho kakhulu.	104	11101111111011111111111011111	"[""7"", ""8"", ""9"", ""15"", ""16""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
166-9-004.wav	Uyabasiza abafazi lapho kakhulu.	101	11111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
166-9-004.wav	Uyabasiza abafazi lapho kakhulu.	104	11111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
166-9-005.wav	Uyabasiza abafazi lapho kakhulu.	101	11111111111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
166-9-005.wav	Uyabasiza abafazi lapho kakhulu.	104	11111111111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
166-9-006.wav	Uyabasiza abafazi lapho kakhulu.	101	11111111111111111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
166-9-007.wav	Uyabasiza abafazi lapho kakhulu.	104	11111111111111111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
166-9-008.wav	Uyabasiza abafazi lapho kakhulu.	101	11111111111111111111111011101	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
166-9-008.wav	Uyabasiza abafazi lapho kakhulu.	104	11101111111111111111111011101	"[""8"", ""9""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
166-9-009.wav	Uyabasiza abafazi lapho kakhulu.	104	11101111110011111111111011111	"[""8"", ""9""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
166-9-010.wav	Uyabasiza abafazi lapho kakhulu.	104	11101111111111111111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
166-9-011.wav	Uyabasiza abafazi lapho kakhulu.	104	11101111111111111111111011111	"[""0"", ""1"", ""2"", ""3"", ""4"", ""6"", ""7"", ""8"", ""9"", ""15"", ""16""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
166-9-012.wav	Uyabasiza abafazi lapho kakhulu.	102	11111111111111111111011111111	"[""12""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
167-18-001.wav	Isando sifushane.	101	111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
167-18-002.wav	Isando sifushane.	104	111111111111111	"[""1"", ""2""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
167-18-003.wav	Isando sifushane.	104	111111111111111	"[""0"", ""1"", ""2"", ""4"", ""5"", ""6"", ""7""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
167-18-004.wav	Isando sifushane.	101	111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
167-18-005.wav	Isando sifushane.	102	111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
167-18-006.wav	Isando sifushane.	101	111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
167-18-006.wav	Isando sifushane.	104	111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
167-18-007.wav	Isando sifushane.	104	111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
167-18-008.wav	Isando sifushane.	104	111111111110111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
167-18-009.wav	Isando sifushane.	102	111111111111111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
167-18-009.wav	Isando sifushane.	104	111111111110111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
167-18-010.wav	Isando sifushane.	104	111111111111111	"[""1""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
167-18-011.wav	Isando sifushane.	104	111111111110111	"[""0"", ""1"", ""2"", ""6"", ""7""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
167-18-012.wav	Isando sifushane.	102	111111111111111	[]	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
168-20-001.wav	Ngizwa ubuhlungu.	102	1111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
168-20-001.wav	Ngizwa ubuhlungu.	104	1111111111111	"[""0"", ""1"", ""5"", ""6""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
168-20-002.wav	Ngizwa ubuhlungu.	101	1111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
168-20-002.wav	Ngizwa ubuhlungu.	104	1111111111111	[]	"[""0""]"	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
168-20-003.wav	Ngizwa ubuhlungu.	101	1111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
168-20-003.wav	Ngizwa ubuhlungu.	104	1111111011111	"[""5"", ""6""]"	"[""0""]"	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
168-20-004.wav	Ngizwa ubuhlungu.	104	0111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
168-20-005.wav	Ngizwa ubuhlungu.	104	1111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
168-20-006.wav	Ngizwa ubuhlungu.	101	1111111111111	"[""0""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
168-20-006.wav	Ngizwa ubuhlungu.	104	1111111111111	"[""1"", ""3"", ""4"", ""5"", ""6""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
168-20-007.wav	Ngizwa ubuhlungu.	104	1111111111111	"[""0"", ""1""]"	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
168-20-008.wav	Ngizwa ubuhlungu.	101	1111111110111	[]	"[""0""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
168-20-008.wav	Ngizwa ubuhlungu.	102	1111111111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
168-20-008.wav	Ngizwa ubuhlungu.	104	1111111111111	[]	"[""0""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
168-20-009.wav	Ngizwa ubuhlungu.	104	1111111010101	"[""3"", ""4"", ""5"", ""6""]"	"[""0""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
168-20-010.wav	Ngizwa ubuhlungu.	104	1111111111111	"[""3"", ""4"", ""5"", ""6""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
168-20-011.wav	Ngizwa ubuhlungu.	104	1111111011111	"[""0"", ""1"", ""3"", ""4""]"	"[""0""]"	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
168-20-012.wav	Ngizwa ubuhlungu.	102	1111111110011	"[""5""]"	"[""9""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
169-23-001.wav	Zikhona manje izitsha eziluhlaza.	101	11111111111111110011111111111	"[""0"", ""1""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
169-23-001.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111011111	"[""0"", ""1"", ""2"", ""4"", ""5""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
169-23-002.wav	Zikhona manje izitsha eziluhlaza.	101	11111111111111111111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
169-23-002.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
169-23-003.wav	Zikhona manje izitsha eziluhlaza.	101	11111111111111110011111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
169-23-003.wav	Zikhona manje izitsha eziluhlaza.	104	01111111111111110011111111111	"[""4"", ""5"", ""7"", ""8"", ""14"", ""15""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
169-23-004.wav	Zikhona manje izitsha eziluhlaza.	101	11111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
169-23-004.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111111111	"[""7"", ""8"", ""13"", ""14"", ""15""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
169-23-005.wav	Zikhona manje izitsha eziluhlaza.	102	11111111111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
169-23-005.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111111111	"[""7"", ""8"", ""9""]"	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
169-23-006.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
169-23-007.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
169-23-008.wav	Zikhona manje izitsha eziluhlaza.	101	11111111111111110011011111111	"[""2""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
169-23-009.wav	Zikhona manje izitsha eziluhlaza.	102	11111111111111110011111000011	"[""14""]"	"[""17""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
169-23-010.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111111111111	"[""0"", ""1"", ""2"", ""7"", ""8"", ""13"", ""14"", ""15""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
169-23-011.wav	Zikhona manje izitsha eziluhlaza.	104	11111111111111111111011010111	"[""9""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
169-23-012.wav	Zikhona manje izitsha eziluhlaza.	102	11111111111111111111111011111	[]	"[""23""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
17-9-001.wav	Imbala uyathanda abantwana na?	101	1111111111111111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
17-9-001.wav	Imbala uyathanda abantwana na?	104	1111111111111111111101111111	"[""1"", ""2"", ""6"", ""7""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
17-9-002.wav	Imbala uyathanda abantwana na?	101	1111111111111111111101111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
17-9-002.wav	Imbala uyathanda abantwana na?	104	1111111111111111101101111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
17-9-003.wav	Imbala uyathanda abantwana na?	102	1111111111111111111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
17-9-003.wav	Imbala uyathanda abantwana na?	104	1111111111111111111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
17-9-004.wav	Imbala uyathanda abantwana na?	102	1111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
17-9-004.wav	Imbala uyathanda abantwana na?	104	1111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
17-9-005.wav	Imbala uyathanda abantwana na?	101	0000001111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
17-9-006.wav	Imbala uyathanda abantwana na?	102	1111111111111111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
17-9-007.wav	Imbala uyathanda abantwana na?	104	1111111111111111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
17-9-008.wav	Imbala uyathanda abantwana na?	101	1111111111111111111101111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
17-9-009.wav	Imbala uyathanda abantwana na?	104	1111111011111111101101111111	"[""0"", ""1"", ""2"", ""12""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
17-9-010.wav	Imbala uyathanda abantwana na?	104	1111111111111111111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
17-9-011.wav	Imbala uyathanda abantwana na?	102	1111111111111111111111111111	[]	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
17-9-012.wav	Imbala uyathanda abantwana na?	102	1100011111111111111111111111	"[""1""]"	"[""2"", ""3"", ""4""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
17-9-012.wav	Imbala uyathanda abantwana na?	104	1111011111111111111111111111	"[""0"", ""1"", ""2"", ""7"", ""9"", ""10"", ""11"", ""12"", ""14""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
170-5-001.wav	Niyabhema kakhulu manje.	101	111111111011111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
170-5-001.wav	Niyabhema kakhulu manje.	104	111111111111111111111	"[""2"", ""3"", ""5"", ""6"", ""7""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
170-5-002.wav	Niyabhema kakhulu manje.	101	001111111011111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
170-5-003.wav	Niyabhema kakhulu manje.	104	011111111011111111111	"[""2"", ""3"", ""9"", ""10""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
170-5-004.wav	Niyabhema kakhulu manje.	104	111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
170-5-005.wav	Niyabhema kakhulu manje.	104	111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
170-5-006.wav	Niyabhema kakhulu manje.	104	111111111111111111111	"[""6"", ""7""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
170-5-007.wav	Niyabhema kakhulu manje.	104	111111111111111111111	"[""6"", ""7""]"	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
170-5-008.wav	Niyabhema kakhulu manje.	102	011111111111111111111	[]	"[""1""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
170-5-009.wav	Niyabhema kakhulu manje.	102	111111111111111111111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
170-5-010.wav	Niyabhema kakhulu manje.	104	111111111011111111111	"[""2"", ""3"", ""9"", ""10""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
170-5-011.wav	Niyabhema kakhulu manje.	102	111111111111111111111	[]	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
170-5-012.wav	Niyabhema kakhulu manje.	102	011111111111111111111	[]	"[""1""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
171-21-001.wav	Sikubongile.	104	1101111111	"[""0"", ""1"", ""2"", ""3"", ""4""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
171-21-002.wav	Sikubongile.	101	1101111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
171-21-002.wav	Sikubongile.	102	1111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
171-21-002.wav	Sikubongile.	104	1101111111	"[""2"", ""3"", ""4""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
171-21-003.wav	Sikubongile.	101	1101111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
171-21-003.wav	Sikubongile.	102	1101111111	"[""1""]"	"[""3""]"	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
171-21-003.wav	Sikubongile.	104	1101011111	"[""0"", ""1"", ""2"", ""3"", ""4""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
171-21-004.wav	Sikubongile.	101	1111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
171-21-004.wav	Sikubongile.	104	1111110111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
171-21-005.wav	Sikubongile.	101	1111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
171-21-005.wav	Sikubongile.	102	1111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
171-21-005.wav	Sikubongile.	104	1111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
171-21-006.wav	Sikubongile.	104	1111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
171-21-007.wav	Sikubongile.	104	1111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
171-21-008.wav	Sikubongile.	101	1101111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
171-21-008.wav	Sikubongile.	104	1101011111	"[""3"", ""4""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
171-21-009.wav	Sikubongile.	102	1111111111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
171-21-010.wav	Sikubongile.	104	1101011111	"[""1"", ""2"", ""3"", ""4""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
171-21-011.wav	Sikubongile.	104	1101011111	"[""0"", ""1"", ""2"", ""3"", ""4""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
171-21-012.wav	Sikubongile.	102	1111000000	"[""2"", ""3"", ""4""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
172-18-001.wav	Abafana, nezinsizwa, namadoda bahambile manje.	101	1111111111111111111111111111111111111111111	"[""16"", ""17""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
172-18-001.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111111111111111111111111111111111	"[""2"", ""3"", ""7"", ""8"", ""15"", ""16"", ""17"", ""18"", ""20"", ""21""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
172-18-002.wav	Abafana, nezinsizwa, namadoda bahambile manje.	101	1111111111111111111111111111111111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
172-18-002.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111111111111111111011111111111111	"[""5"", ""6"", ""7"", ""8"", ""20"", ""21""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
172-18-003.wav	Abafana, nezinsizwa, namadoda bahambile manje.	101	1111111111111111111111111111111111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
172-18-003.wav	Abafana, nezinsizwa, namadoda bahambile manje.	102	1111111111111111111111111111111111111111111	"[""7""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
172-18-004.wav	Abafana, nezinsizwa, namadoda bahambile manje.	101	1111111111111111111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
172-18-004.wav	Abafana, nezinsizwa, namadoda bahambile manje.	102	1111111111111111111111111111111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
172-18-005.wav	Abafana, nezinsizwa, namadoda bahambile manje.	102	1111111111111111111111111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
172-18-005.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111111111111111111111111111111111	"[""2"", ""3""]"	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
172-18-006.wav	Abafana, nezinsizwa, namadoda bahambile manje.	102	1111111111111111111111111111111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
172-18-006.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111111111111111111110111111111111	"[""16"", ""17"", ""18""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
172-18-007.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111111111111111111110111111111111	"[""17"", ""18""]"	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
172-18-008.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1011111110111111111111111111010111111111111	"[""3"", ""6"", ""7"", ""8"", ""17"", ""18"", ""20"", ""21""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
172-18-009.wav	Abafana, nezinsizwa, namadoda bahambile manje.	102	1111111110000011111111101111111101111111111	[]	"[""23"", ""33""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
172-18-010.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111111111111111111111111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
172-18-011.wav	Abafana, nezinsizwa, namadoda bahambile manje.	104	1111111111111110111111111111011111111111111	"[""1"", ""2"", ""3"", ""7"", ""8"", ""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""17"", ""18""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
172-18-012.wav	Abafana, nezinsizwa, namadoda bahambile manje.	102	1111111101111111111111111011111111111111111	"[""13""]"	"[""9""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
173-20-001.wav	Mtshele angathengi amazambane namuhla.	104	11111111111111111111111111111111	"[""4"", ""5"", ""6"", ""10"", ""11"", ""12"", ""15"", ""16""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
173-20-002.wav	Mtshele angathengi amazambane namuhla.	101	10011111111111111111111111111111	"[""1""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
173-20-002.wav	Mtshele angathengi amazambane namuhla.	102	11111111111111111111111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
173-20-002.wav	Mtshele angathengi amazambane namuhla.	104	11111111111111111111111111111111	"[""3"", ""4"", ""5"", ""6""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
173-20-003.wav	Mtshele angathengi amazambane namuhla.	102	11111111111111111111111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
173-20-004.wav	Mtshele angathengi amazambane namuhla.	101	11111111111111111111111111111111	"[""5""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
173-20-004.wav	Mtshele angathengi amazambane namuhla.	104	11111111111111111111111111111111	"[""4"", ""5"", ""6""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
173-20-005.wav	Mtshele angathengi amazambane namuhla.	101	11111111111111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
173-20-005.wav	Mtshele angathengi amazambane namuhla.	104	11111111111111111111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
